,origin,origin_lat,origin_long,destination,destination_lat,destination_long,date,price,url,note
399,León,42.5987263,-5.5670959,"San José, Costa Rica",9.9280694,-84.0907246,2017-10-24,4949.0,http://www.vuelax.com/2017/10/24/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-san-jose-costa-rica-4949/,
400,Veracruz,19.173773,-96.1342241,"San José, Costa Rica",9.9280694,-84.0907246,2017-10-24,4949.0,http://www.vuelax.com/2017/10/24/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-san-jose-costa-rica-4949/,
401,Ciudad de México,19.4326077,-99.133208,"Seúl, Corea",37.566535,126.9779692,2017-10-24,13418.0,http://www.vuelax.com/2017/10/24/cdmx-a-seul-corea-13418-opcion-de-hostal-desde-298-pesos-la-noche-con-desayuno/,
402,Ciudad de México,19.4326077,-99.133208,Roma,41.9027835,12.4963655,2017-10-24,12513.0,http://www.vuelax.com/2017/10/24/cdmx-a-roma-12513/,
403,Ciudad de México,19.4326077,-99.133208,Lima,-12.0463731,-77.042754,2017-10-24,6619.0,http://www.vuelax.com/2017/10/24/cdmx-a-lima-5093/,
404,Ciudad de México,19.4326077,-99.133208,"Cusco, Perú",-13.53195,-71.96746259999999,2017-10-24,4437.0,http://www.vuelax.com/2017/10/24/cdmx-a-cusco-peru-4437-opcion-de-hostal-desde-177-pesos-la-noche-con-desayuno/,
405,Hotel,37.68195619999999,-95.45192039999999,Cancún,21.161908,-86.8515279,2017-10-23,4217.0,http://www.vuelax.com/2017/10/23/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-cancun-4217/,
406,Ciudad de México,19.4326077,-99.133208,Cancún,21.161908,-86.8515279,2017-10-23,4217.0,http://www.vuelax.com/2017/10/23/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-cancun-4217/,
407,Monterrey,25.6866142,-100.3161126,Cancún,21.161908,-86.8515279,2017-10-23,4217.0,http://www.vuelax.com/2017/10/23/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-cancun-4217/,
408,Guadalajara,20.6596988,-103.3496092,Cancún,21.161908,-86.8515279,2017-10-23,4217.0,http://www.vuelax.com/2017/10/23/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-cancun-4217/,
409,Tijuana,32.5149469,-117.0382471,Cancún,21.161908,-86.8515279,2017-10-23,4217.0,http://www.vuelax.com/2017/10/23/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-cancun-4217/,
410,León,42.5987263,-5.5670959,Cancún,21.161908,-86.8515279,2017-10-23,4217.0,http://www.vuelax.com/2017/10/23/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-cancun-4217/,
411,Veracruz,19.173773,-96.1342241,Cancún,21.161908,-86.8515279,2017-10-23,4217.0,http://www.vuelax.com/2017/10/23/mix-vuelos-hotel-cdmx-mty-gdl-tij-leon-ver-a-cancun-4217/,
412,Cancún,21.161908,-86.8515279,Rusia,61.52401,105.318756,2017-10-23,12762.0,http://www.vuelax.com/2017/10/23/cun-a-rusia-12762/,
413,Ciudad de México,19.4326077,-99.133208,Venecia,45.4408474,12.3155151,2017-10-23,12671.0,http://www.vuelax.com/2017/10/23/cdmx-a-vencia-12671/,
414,Ciudad de México,19.4326077,-99.133208,"Managua, Nicaragua",12.1149926,-86.2361744,2017-10-23,4010.0,http://www.vuelax.com/2017/10/23/cdmx-a-managua-nicaragua-4010/,
415,Ciudad de México,19.4326077,-99.133208,China,35.86166,104.195397,2017-10-23,9901.0,http://www.vuelax.com/2017/10/23/cdmx-a-china-9901/,
416,Cancún,21.161908,-86.8515279,Manchester,53.4807593,-2.2426305,2017-10-22,8267.0,http://www.vuelax.com/2017/10/22/cun-a-manchester-8267/,
417,Cancún,21.161908,-86.8515279,Bruselas,50.8503396,4.3517103,2017-10-22,7835.0,http://www.vuelax.com/2017/10/22/cun-a-bruselas-7835/,
418,Cancún,21.161908,-86.8515279,Alemania,51.165691,10.451526,2017-10-22,7387.0,http://www.vuelax.com/2017/10/22/cun-a-alemania-7387/,
419,Ciudad de México,19.4326077,-99.133208,"Buenos Aires, Argentina",-34.6036844,-58.3815591,2017-10-21,11226.0,http://www.vuelax.com/2017/10/21/cdmx-y-23-ciudades-mas-a-buenos-aires-argentina-11226-opcion-de-hostal-desde-238-pesos-la-noche-con-desayuno/,
420,23 ciudades más,,,"Buenos Aires, Argentina",-34.6036844,-58.3815591,2017-10-21,11226.0,http://www.vuelax.com/2017/10/21/cdmx-y-23-ciudades-mas-a-buenos-aires-argentina-11226-opcion-de-hostal-desde-238-pesos-la-noche-con-desayuno/,
421,Cancún,21.161908,-86.8515279,Miami,25.7616798,-80.1917902,2017-10-20,2812.0,http://www.vuelax.com/2017/10/20/cun-y-cdmx-a-miami-2812/,
422,Ciudad de México,19.4326077,-99.133208,Miami,25.7616798,-80.1917902,2017-10-20,2812.0,http://www.vuelax.com/2017/10/20/cun-y-cdmx-a-miami-2812/,
423,Ciudad de México,19.4326077,-99.133208,Amsterdam,52.3702157,4.895167900000001,2017-10-20,12628.0,http://www.vuelax.com/2017/10/20/cdmx-y-23-ciudades-mas-a-amsterdam-12628-opcion-de-hostal-desde-517-pesos-la-noche/,
424,23 ciudades más,,,Amsterdam,52.3702157,4.895167900000001,2017-10-20,12628.0,http://www.vuelax.com/2017/10/20/cdmx-y-23-ciudades-mas-a-amsterdam-12628-opcion-de-hostal-desde-517-pesos-la-noche/,
425,Ciudad de México,19.4326077,-99.133208,Costa Rica,9.748916999999999,-83.753428,2017-10-20,3501.0,http://www.vuelax.com/2017/10/20/cdmx-a-costa-rica-3501/,
426,Ciudad de México,19.4326077,-99.133208,"Roma, Italia",41.9027835,12.4963655,2017-10-19,13799.0,http://www.vuelax.com/2017/10/19/mix-vuelo-redondo-9-dias-6-noches-de-hotel-cdmx-a-roma-italia-13799/,
427,Cancún,21.161908,-86.8515279,Inglaterra,52.3555177,-1.1743197,2017-10-19,7720.0,http://www.vuelax.com/2017/10/19/cun-a-inglaterra-7720/,
428,Cancún,21.161908,-86.8515279,Alemania,51.165691,10.451526,2017-10-19,7566.0,http://www.vuelax.com/2017/10/19/cun-a-alemania-7566/,
429,Ciudad de México,19.4326077,-99.133208,"Roma, Italia",41.9027835,12.4963655,2017-10-19,13221.0,http://www.vuelax.com/2017/10/19/cdmx-y-23-ciudades-mas-a-roma-italia-13221/,
430,23 ciudades más,,,"Roma, Italia",41.9027835,12.4963655,2017-10-19,13221.0,http://www.vuelax.com/2017/10/19/cdmx-y-23-ciudades-mas-a-roma-italia-13221/,
431,Roma,41.9027835,12.4963655,Atenas,37.9838096,23.7275388,2017-10-19,14230.0,http://www.vuelax.com/2017/10/19/cdmx-y-23-ciudades-mas-a-roma-roma-a-atenas-14334/,
432,Ciudad de México,19.4326077,-99.133208,Paris,48.856614,2.3522219,2017-10-19,12878.0,http://www.vuelax.com/2017/10/19/cdmx-y-23-ciudades-mas-a-paris-12878-opcion-de-hostal-desde-566-pesos-con-desayuno-incluido/,
433,23 ciudades más,,,Paris,48.856614,2.3522219,2017-10-19,12878.0,http://www.vuelax.com/2017/10/19/cdmx-y-23-ciudades-mas-a-paris-12878-opcion-de-hostal-desde-566-pesos-con-desayuno-incluido/,
434,París,48.856614,2.3522219,Túnez,33.886917,9.537499,2017-10-19,15531.0,http://www.vuelax.com/2017/10/19/cdmx-a-paris-paris-a-tunez-15531/,
435,Madrid,40.4167754,-3.7037902,"Marrakech, Marruecos",31.6294723,-7.981084500000001,2017-10-19,13768.0,http://www.vuelax.com/2017/10/19/cdmx-a-madrid-madrid-a-marrakech-marruecos-13364/,
436,Ciudad de México,19.4326077,-99.133208,Londres,51.5073509,-0.1277583,2017-10-19,13122.0,http://www.vuelax.com/2017/10/19/8072/,
437,Ciudad de México,19.4326077,-99.133208,Madrid,40.4167754,-3.7037902,2017-10-18,12975.0,http://www.vuelax.com/2017/10/18/cdmx-a-madrid-12975-opcion-de-hostal-desde-367-pesos-la-noche-con-desayuno-incluido/,
438,Canadá,56.130366,-106.346771,Holanda,52.132633,5.291265999999999,2017-10-18,6637.0,http://www.vuelax.com/2017/10/18/canada-a-holanda-6637/,
439,Cancún,21.161908,-86.8515279,Bélgica,50.503887,4.469936,2017-10-18,7807.0,http://www.vuelax.com/2017/10/18/cun-a-belgica-7807/,
440,Toronto,43.653226,-79.3831843,Noruega,60.47202399999999,8.468945999999999,2017-10-17,6456.0,http://www.vuelax.com/2017/10/17/toronto-a-noruega-6429/,
441,Ciudad de México,19.4326077,-99.133208,"Beijing, China",39.90419989999999,116.4073963,2017-10-17,13799.0,http://www.vuelax.com/2017/10/17/mix-vuelo-redondo-8-dias-5-noches-de-hotel-cdmx-a-beijing-china-13799/,
442,Guadalajara,20.6596988,-103.3496092,La Paz,-16.489689,-68.11929359999999,2017-10-17,946.0,http://www.vuelax.com/2017/10/17/gdl-a-la-paz-946/,
443,Ciudad de México,19.4326077,-99.133208,Hong Kong,22.396428,114.109497,2017-10-17,11497.0,http://www.vuelax.com/2017/10/17/cdmx-a-hong-kong-11497/,
444,New York City,40.7127753,-74.0059728,Moscú,55.755826,37.6172999,2017-10-16,15844.0,http://www.vuelax.com/2017/10/16/mundial-nyc-cdmx-a-nyc-nyc-a-moscu-15844-opcion-de-hostal-desde-163-pesos-la-noche/,
445,Cancún,21.161908,-86.8515279,Polonia,51.919438,19.145136,2017-10-16,11857.0,http://www.vuelax.com/2017/10/16/cun-a-polonia-11857/,
446,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-10-16,4398.0,http://www.vuelax.com/2017/10/16/cdmx-a-nyc-4398/,
447,New York City,40.7127753,-74.0059728,Roma,41.9027835,12.4963655,2017-10-16,11089.0,http://www.vuelax.com/2017/10/16/cdmx-a-nyc-nyc-a-roma-11089/,
448,Ciudad de México,19.4326077,-99.133208,Los Angeles,34.0522342,-118.2436849,2017-10-16,3365.0,http://www.vuelax.com/2017/10/16/cdmx-a-los-angeles-3365/,
449,Ciudad de México,19.4326077,-99.133208,China,35.86166,104.195397,2017-10-16,12459.0,http://www.vuelax.com/2017/10/16/cdmx-a-china-12459/,
450,Cancún,21.161908,-86.8515279,Escocia,56.49067119999999,-4.2026458,2017-10-15,11993.0,http://www.vuelax.com/2017/10/15/cun-a-escocia-11993/,
451,Canadá,56.130366,-106.346771,Finlandia,61.92410999999999,25.7481511,2017-10-14,7133.0,http://www.vuelax.com/2017/10/14/canada-a-finlandia-7133/,
452,Cancún,21.161908,-86.8515279,Suiza,46.818188,8.227511999999999,2017-10-13,11549.0,http://www.vuelax.com/2017/10/13/cun-a-suiza-11549/,
453,Ciudad de México,19.4326077,-99.133208,Guatemala,15.783471,-90.23075899999999,2017-10-13,3593.0,http://www.vuelax.com/2017/10/13/cdmx-a-guatemala-3593/,
454,Los Cabos,23.0798696,-109.7124043,Alaska,64.2008413,-149.4936733,2017-10-12,7385.0,http://www.vuelax.com/2017/10/12/los-cabos-vallarta-gdl-y-cdmx-a-alaska-7385/,
455,Vallarta,36.127413,-96.358814,Alaska,64.2008413,-149.4936733,2017-10-12,7385.0,http://www.vuelax.com/2017/10/12/los-cabos-vallarta-gdl-y-cdmx-a-alaska-7385/,
456,Guadalajara,20.6596988,-103.3496092,Alaska,64.2008413,-149.4936733,2017-10-12,7385.0,http://www.vuelax.com/2017/10/12/los-cabos-vallarta-gdl-y-cdmx-a-alaska-7385/,
457,Ciudad de México,19.4326077,-99.133208,Alaska,64.2008413,-149.4936733,2017-10-12,7385.0,http://www.vuelax.com/2017/10/12/los-cabos-vallarta-gdl-y-cdmx-a-alaska-7385/,
458,Ciudad de México,19.4326077,-99.133208,Varadero,23.179858,-81.1885293,2017-10-12,4851.0,http://www.vuelax.com/2017/10/12/cdmx-a-varadero-4851/,
459,Ciudad de México,19.4326077,-99.133208,Monterrey,25.6866142,-100.3161126,2017-10-12,1798.0,http://www.vuelax.com/2017/10/12/cdmx-a-monterrey-1798/,
460,Ciudad de México,19.4326077,-99.133208,Hiroshima,34.3852029,132.4552927,2017-10-12,10600.0,http://www.vuelax.com/2017/10/12/cdmx-a-hiroshima-10600-opcion-de-hostal-desde-417-pesos-la-noche/,
461,Cancún,21.161908,-86.8515279,"Winnipeg, Canadá",49.895136,-97.13837439999999,2017-10-11,3893.0,http://www.vuelax.com/2017/10/11/cun-a-winnipeg-canada-3893/,
462,Cancún,21.161908,-86.8515279,Madrid,40.4167754,-3.7037902,2017-10-11,9297.0,http://www.vuelax.com/2017/10/11/cun-a-madrid-9297/,
463,Cancún,21.161908,-86.8515279,Bélgica,50.503887,4.469936,2017-10-11,9485.0,http://www.vuelax.com/2017/10/11/cun-a-belgica-9485/,
464,Cancún,21.161908,-86.8515279,Alemania,51.165691,10.451526,2017-10-11,9103.0,http://www.vuelax.com/2017/10/11/cun-a-alemania-9103/,
465,Ciudad de México,19.4326077,-99.133208,"Bangkok, Tailandia",13.7563309,100.5017651,2017-10-11,12304.0,http://www.vuelax.com/2017/10/11/cdmx-y-gdl-a-bangkok-tailandia-12304-opcion-de-hostal-desde-215-pesos-la-noche-con-desayuno-incluido/,
466,Guadalajara,20.6596988,-103.3496092,"Bangkok, Tailandia",13.7563309,100.5017651,2017-10-11,12304.0,http://www.vuelax.com/2017/10/11/cdmx-y-gdl-a-bangkok-tailandia-12304-opcion-de-hostal-desde-215-pesos-la-noche-con-desayuno-incluido/,
467,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-10-10,6209.0,http://www.vuelax.com/2017/10/10/mix-vuelo-redondo-3-dias-2-noches-de-hotel-cdmx-a-nyc-6209/,
468,Guadalajara,20.6596988,-103.3496092,Japón,36.204824,138.252924,2017-10-10,14305.0,http://www.vuelax.com/2017/10/10/gdl-a-japon-14305/,
469,Ciudad de México,19.4326077,-99.133208,Puerto Escondido,15.8719795,-97.0767365,2017-10-10,1206.0,http://www.vuelax.com/2017/10/10/cdmx-a-puerto-escondido-1206/,
470,Ciudad de México,19.4326077,-99.133208,Japón,36.204824,138.252924,2017-10-10,16244.0,http://www.vuelax.com/2017/10/10/cdmx-a-japon-16244/,
471,Monterrey,25.6866142,-100.3161126,Guadalajara,20.6596988,-103.3496092,2017-10-09,1487.0,http://www.vuelax.com/2017/10/09/mty-y-cdmx-a-guadalajara-1487/,
472,Ciudad de México,19.4326077,-99.133208,Guadalajara,20.6596988,-103.3496092,2017-10-09,1487.0,http://www.vuelax.com/2017/10/09/mty-y-cdmx-a-guadalajara-1487/,
473,Guadalajara,20.6596988,-103.3496092,"Tuxtla Gutiérrez, Chiapas",16.7516009,-93.1029939,2017-10-09,1237.0,http://www.vuelax.com/2017/10/09/gdl-a-tuxtla-gutierrez-chiapas-1237-opcion-de-hostal-desde-150-pesos-y-habitaciones-privadas-desde-280-pesos-la-noche-con-desayuno-incluido/,
474,Guadalajara,20.6596988,-103.3496092,Monterrey,25.6866142,-100.3161126,2017-10-09,1490.0,http://www.vuelax.com/2017/10/09/gdl-a-monterrey-1490/,
475,Cancún,21.161908,-86.8515279,Inglaterra,52.3555177,-1.1743197,2017-10-09,6303.0,http://www.vuelax.com/2017/10/09/cun-a-inglaterra-6303/,
476,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-10-09,4311.0,http://www.vuelax.com/2017/10/09/cdmx-gdl-y-mty-a-nyc-4311/,
477,Guadalajara,20.6596988,-103.3496092,NYC,40.7127753,-74.0059728,2017-10-09,4311.0,http://www.vuelax.com/2017/10/09/cdmx-gdl-y-mty-a-nyc-4311/,
478,Monterrey,25.6866142,-100.3161126,NYC,40.7127753,-74.0059728,2017-10-09,4311.0,http://www.vuelax.com/2017/10/09/cdmx-gdl-y-mty-a-nyc-4311/,
479,Ciudad de México,19.4326077,-99.133208,"Calgary, Canadá",51.0486151,-114.0708459,2017-10-09,5166.0,http://www.vuelax.com/2017/10/09/cdmx-a-calgary-canada-5166/,
480,Toronto,43.653226,-79.3831843,Islandia,64.963051,-19.020835,2017-10-08,4395.0,http://www.vuelax.com/2017/10/08/toronto-a-islandia-4395/,
481,Ciudad de México,19.4326077,-99.133208,Lima,-12.0463731,-77.042754,2017-10-07,5996.0,http://www.vuelax.com/2017/10/07/cdmx-a-lima-5996/,
482,Ciudad de México,19.4326077,-99.133208,Riviera Nayarit,20.7074091,-105.3003584,2017-10-06,3876.0,http://www.vuelax.com/2017/10/06/mix-vuelos-hotel-cdmx-mty-gdl-y-ver-a-riviera-nayarit-3876/,
483,Monterrey,25.6866142,-100.3161126,Riviera Nayarit,20.7074091,-105.3003584,2017-10-06,3876.0,http://www.vuelax.com/2017/10/06/mix-vuelos-hotel-cdmx-mty-gdl-y-ver-a-riviera-nayarit-3876/,
484,Guadalajara,20.6596988,-103.3496092,Riviera Nayarit,20.7074091,-105.3003584,2017-10-06,3876.0,http://www.vuelax.com/2017/10/06/mix-vuelos-hotel-cdmx-mty-gdl-y-ver-a-riviera-nayarit-3876/,
485,Veracruz,19.173773,-96.1342241,Riviera Nayarit,20.7074091,-105.3003584,2017-10-06,3876.0,http://www.vuelax.com/2017/10/06/mix-vuelos-hotel-cdmx-mty-gdl-y-ver-a-riviera-nayarit-3876/,
486,Cancún,21.161908,-86.8515279,Inglaterra,52.3555177,-1.1743197,2017-10-06,7002.0,http://www.vuelax.com/2017/10/06/cun-a-inglaterra-7002/,
487,Ciudad de México,19.4326077,-99.133208,Costa Rica,9.748916999999999,-83.753428,2017-10-06,3661.0,http://www.vuelax.com/2017/10/06/cdmx-y-gdl-a-costa-rica-3661/,
488,Guadalajara,20.6596988,-103.3496092,Costa Rica,9.748916999999999,-83.753428,2017-10-06,3661.0,http://www.vuelax.com/2017/10/06/cdmx-y-gdl-a-costa-rica-3661/,
489,Cancún,21.161908,-86.8515279,Múnich,48.1351253,11.5819805,2017-10-05,10102.0,http://www.vuelax.com/2017/10/05/cun-a-munich-10102/,
490,Cancún,21.161908,-86.8515279,Madrid,40.4167754,-3.7037902,2017-10-05,8611.0,http://www.vuelax.com/2017/10/05/cun-a-madrid-8611/,
491,Ciudad de México,19.4326077,-99.133208,Seattle,47.6062095,-122.3320708,2017-10-05,3561.0,http://www.vuelax.com/2017/10/05/cdmx-mty-y-gdl-a-seattle-2998/,
492,Monterrey,25.6866142,-100.3161126,Seattle,47.6062095,-122.3320708,2017-10-05,3561.0,http://www.vuelax.com/2017/10/05/cdmx-mty-y-gdl-a-seattle-2998/,
493,Guadalajara,20.6596988,-103.3496092,Seattle,47.6062095,-122.3320708,2017-10-05,3561.0,http://www.vuelax.com/2017/10/05/cdmx-mty-y-gdl-a-seattle-2998/,
494,Ciudad de México,19.4326077,-99.133208,Buffalo,42.88644679999999,-78.8783689,2017-10-05,3940.0,http://www.vuelax.com/2017/10/05/cdmx-a-buffalo-3940/,
495,Monterrey,25.6866142,-100.3161126,Buffalo,42.88644679999999,-78.8783689,2017-10-05,3940.0,http://www.vuelax.com/2017/10/05/cdmx-a-buffalo-3940/,
496,Ciudad de México,19.4326077,-99.133208,Alaska,64.2008413,-149.4936733,2017-10-05,7899.0,http://www.vuelax.com/2017/10/05/cdmx-a-alaska-7899/,
497,L,51.4427238,6.0608726,Suecia,60.12816100000001,18.643501,2017-10-04,5908.0,http://www.vuelax.com/2017/10/04/l-a-a-suecia-5908/,
498,A,,,Suecia,60.12816100000001,18.643501,2017-10-04,5908.0,http://www.vuelax.com/2017/10/04/l-a-a-suecia-5908/,
499,Guadalajara,20.6596988,-103.3496092,Tokyo,35.6894875,139.6917064,2017-10-04,13846.0,http://www.vuelax.com/2017/10/04/gdl-a-tokyo-13846/,
500,Guadalajara,20.6596988,-103.3496092,La Paz,-16.489689,-68.11929359999999,2017-10-04,998.0,http://www.vuelax.com/2017/10/04/gdl-a-la-paz-998/,
501,Ciudad de México,19.4326077,-99.133208,"Vancouver, Canadá",49.2827291,-123.1207375,2017-10-04,5577.0,http://www.vuelax.com/2017/10/04/cdmx-a-vancouver-canada-5577/,
502,Ciudad de México,19.4326077,-99.133208,P. Escondido,33.1192068,-117.086421,2017-10-04,1206.0,http://www.vuelax.com/2017/10/04/cdmx-a-p-escondido-1206/,
503,Querétaro,20.5887932,-100.3898881,NYC,40.7127753,-74.0059728,2017-10-03,2874.0,http://www.vuelax.com/2017/10/03/qro-mty-gdl-y-cdmx-a-nyc-2874/,
504,Monterrey,25.6866142,-100.3161126,NYC,40.7127753,-74.0059728,2017-10-03,2874.0,http://www.vuelax.com/2017/10/03/qro-mty-gdl-y-cdmx-a-nyc-2874/,
505,Guadalajara,20.6596988,-103.3496092,NYC,40.7127753,-74.0059728,2017-10-03,2874.0,http://www.vuelax.com/2017/10/03/qro-mty-gdl-y-cdmx-a-nyc-2874/,
506,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-10-03,2874.0,http://www.vuelax.com/2017/10/03/qro-mty-gdl-y-cdmx-a-nyc-2874/,
507,Los Angeles,34.0522342,-118.2436849,Seúl,37.566535,126.9779692,2017-10-03,8031.0,http://www.vuelax.com/2017/10/03/la-a-seul-7350-opcion-de-hostal-desde-282-pesos-la-noche-con-desayuno-incluido/,
508,Ciudad de México,19.4326077,-99.133208,"San Francisco, CA",37.7749295,-122.4194155,2017-10-03,3073.0,http://www.vuelax.com/2017/10/03/cdmx-y-23-ciudades-mas-a-san-francisco-ca-3073/,
509,23 ciudades más,,,"San Francisco, CA",37.7749295,-122.4194155,2017-10-03,3073.0,http://www.vuelax.com/2017/10/03/cdmx-y-23-ciudades-mas-a-san-francisco-ca-3073/,
510,Ciudad de México,19.4326077,-99.133208,Los Angeles,34.0522342,-118.2436849,2017-10-03,3696.0,http://www.vuelax.com/2017/10/03/cdmx-y-23-ciudades-mas-a-los-angeles-3696/,
511,23 ciudades más,,,Los Angeles,34.0522342,-118.2436849,2017-10-03,3696.0,http://www.vuelax.com/2017/10/03/cdmx-y-23-ciudades-mas-a-los-angeles-3696/,
512,Ciudad de México,19.4326077,-99.133208,"Denver, Colorado",39.7392358,-104.990251,2017-10-03,2836.0,http://www.vuelax.com/2017/10/03/cdmx-y-23-ciudades-mas-a-denver-colorado-2836/,
513,23 ciudades más,,,"Denver, Colorado",39.7392358,-104.990251,2017-10-03,2836.0,http://www.vuelax.com/2017/10/03/cdmx-y-23-ciudades-mas-a-denver-colorado-2836/,
514,Cancún,21.161908,-86.8515279,Inglaterra,52.3555177,-1.1743197,2017-10-02,8711.0,http://www.vuelax.com/2017/10/02/cun-a-inglaterra-8711/,
515,Cancún,21.161908,-86.8515279,Alemania,51.165691,10.451526,2017-10-02,9925.0,http://www.vuelax.com/2017/10/02/cun-a-alemania-9925/,
516,Ciudad de México,19.4326077,-99.133208,"Montreal, Canadá",45.5016889,-73.567256,2017-10-02,5629.0,http://www.vuelax.com/2017/10/02/cdmx-y-23-ciudades-mas-a-montreal-canada-5559/,
517,23 ciudades más,,,"Montreal, Canadá",45.5016889,-73.567256,2017-10-02,5629.0,http://www.vuelax.com/2017/10/02/cdmx-y-23-ciudades-mas-a-montreal-canada-5559/,
518,Ciudad de México,19.4326077,-99.133208,Osaka,34.6937378,135.5021651,2017-10-02,11319.0,http://www.vuelax.com/2017/10/02/cdmx-a-osaka-10916-opcion-de-hostal-desde-416-pesos-la-noche/,
519,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-10-02,3388.0,http://www.vuelax.com/2017/10/02/verano-cdmx-a-nyc-4289/,
520,Ciudad de México,19.4326077,-99.133208,La Habana,23.1135925,-82.3665956,2017-10-01,4626.0,http://www.vuelax.com/2017/10/01/cdmx-a-la-habana-4626/,
521,Ciudad de México,19.4326077,-99.133208,Cancún,21.161908,-86.8515279,2017-09-30,1781.0,http://www.vuelax.com/2017/09/30/cdmx-a-cancun-1781/,
522,Ciudad de México,19.4326077,-99.133208,Anchorage,61.2180556,-149.9002778,2017-09-30,7967.0,http://www.vuelax.com/2017/09/30/cdmx-a-anchorage-7967/,
523,Cancún,21.161908,-86.8515279,Alemania,51.165691,10.451526,2017-09-29,9651.0,http://www.vuelax.com/2017/09/29/cun-a-alemania-9651/,
524,Ciudad de México,19.4326077,-99.133208,Washington,47.7510741,-120.7401385,2017-09-29,3448.0,http://www.vuelax.com/2017/09/29/cdmx-gdl-y-mty-a-washington-3448/,
525,Guadalajara,20.6596988,-103.3496092,Washington,47.7510741,-120.7401385,2017-09-29,3448.0,http://www.vuelax.com/2017/09/29/cdmx-gdl-y-mty-a-washington-3448/,
526,Monterrey,25.6866142,-100.3161126,Washington,47.7510741,-120.7401385,2017-09-29,3448.0,http://www.vuelax.com/2017/09/29/cdmx-gdl-y-mty-a-washington-3448/,
527,Singapur,1.352083,103.819836,"Bali, Indonesia",-8.4095178,115.188916,2017-09-29,16018.0,http://www.vuelax.com/2017/09/29/cdmx-a-singapur-singapur-a-bali-indonesia-16018/,
528,Ciudad de México,19.4326077,-99.133208,NYC,40.7127753,-74.0059728,2017-09-29,3762.0,http://www.vuelax.com/2017/09/29/cdmx-a-nyc-3762/,
529,Ciudad de México,19.4326077,-99.133208,Cuzco,-13.53195,-71.96746259999999,2017-09-29,6567.0,http://www.vuelax.com/2017/09/29/cdmx-a-cuzco-6568/,
530,Vallarta,36.127413,-96.358814,Vancouver,49.2827291,-123.1207375,2017-09-28,5316.0,http://www.vuelax.com/2017/09/28/vallarta-a-vancouver-5316/,
531,Cancún,21.161908,-86.8515279,Madrid,40.4167754,-3.7037902,2017-09-28,8546.0,http://www.vuelax.com/2017/09/28/cun-a-madrid-8546/,
532,Cancún,21.161908,-86.8515279,Bruselas,50.8503396,4.3517103,2017-09-28,8522.0,http://www.vuelax.com/2017/09/28/cun-a-bruselas-8522/,
533,Ciudad de México,19.4326077,-99.133208,Singapur,1.352083,103.819836,2017-09-28,14457.0,http://www.vuelax.com/2017/09/28/cdmx-a-singapur-14457/,
534,Canadá,56.130366,-106.346771,Islandia,64.963051,-19.020835,2017-09-27,5838.0,http://www.vuelax.com/2017/09/27/canada-a-islandia-5838/,
535,Ciudad de México,19.4326077,-99.133208,Chetumal,18.5001889,-88.296146,2017-09-27,1397.0,http://www.vuelax.com/2017/09/27/cdmx-a-chetumal-1397-opcion-de-hostal-desde-259-pesos-la-noche-con-desayuno-incluido/,
536,Guadalajara,20.6596988,-103.3496092,Chetumal,18.5001889,-88.296146,2017-09-27,1397.0,http://www.vuelax.com/2017/09/27/cdmx-a-chetumal-1397-opcion-de-hostal-desde-259-pesos-la-noche-con-desayuno-incluido/,
537,Ciudad de México,19.4326077,-99.133208,Nueva Orleans,29.95106579999999,-90.0715323,2017-09-27,4499.0,http://www.vuelax.com/2017/09/27/cdmx-a-nueva-orleans-4499/,
538,Ciudad de México,19.4326077,-99.133208,"Bangkok, Tailandia",13.7563309,100.5017651,2017-09-27,10659.0,http://www.vuelax.com/2017/09/27/cdmx-a-bangkok-tailandia-10659-opcion-de-hostal-desde-247-pesos-la-noche-con-desayuno/,
539,Guadalajara,20.6596988,-103.3496092,"Bangkok, Tailandia",13.7563309,100.5017651,2017-09-27,10659.0,http://www.vuelax.com/2017/09/27/cdmx-a-bangkok-tailandia-10659-opcion-de-hostal-desde-247-pesos-la-noche-con-desayuno/,
540,4 días,,,Playa del Carmen,20.6295586,-87.0738851,2017-09-26,2950.0,http://www.vuelax.com/2017/09/26/mix-vuelos-4-dias-3-noches-de-hotel-cdmx-gdl-mty-slp-leon-pue-ver-a-playa-del-carmen-2860/,
